reference_id,target,booking_source,car_price,payment_mode_percent,token_type,emirates_of_registration,customer_nationality,test_drive_type,customer_age,customer_salary_bank,customer_salary,existing_emi,car_type,odo,model_year,car_age,loan_tenure,car_emi,new_emi,dbr,country_code_column,api_1_data_phone_basic_phoneValid,api_1_data_phone_basic_phoneDisposable,api_1_data_phone_basic_ported,api_1_data_phone_basic_portedHistory_changeInCarrierRegion,api_1_data_phone_social_profiles_emailProvider_google_registered,api_1_data_phone_social_profiles_ecommerce_amazon_registered,api_1_data_phone_social_profiles_socialMedia_facebook_registered,api_1_data_phone_social_profiles_socialMedia_twitter_registered,api_1_data_phone_social_profiles_socialMedia_instagram_registered,api_1_data_phone_social_profiles_professional_microsoft_registered,api_1_data_phone_social_profiles_professional_linkedin_registered,api_1_data_phone_social_profiles_messaging_telegram_registered,api_1_data_phone_social_profiles_messaging_telegram_privacyStatus,api_1_data_phone_social_profiles_messaging_whatsapp_registered,api_1_data_phone_social_profiles_messaging_whatsapp_privacyStatus,api_1_data_phone_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_consumerElectronics_apple_registered,api_1_data_email_social_profiles_emailProvider_google_registered,api_1_data_email_social_profiles_emailProvider_yahoo_registered,api_1_data_email_social_profiles_ecommerce_amazon_registered,api_1_data_email_social_profiles_ecommerce_ebay_registered,api_1_data_email_social_profiles_socialMedia_facebook_registered,api_1_data_email_social_profiles_socialMedia_instagram_registered,api_1_data_email_social_profiles_socialMedia_pinterest_registered,api_1_data_email_social_profiles_socialMedia_twitter_registered,api_1_data_email_social_profiles_messaging_skype_registered,api_1_data_email_social_profiles_professional_wordpress_registered,api_1_data_email_social_profiles_professional_linkedin_registered,api_1_data_email_social_profiles_professional_microsoft_registered,api_1_data_email_social_profiles_professional_hubspot_registered,api_1_data_email_social_profiles_entertainment_spotify_registered,api_1_data_email_social_profiles_entertainment_disneyplus_registered,api_1_data_email_social_profiles_financial_paypal_registered,api_1_data_email_basic_deliverable,api_1_data_email_basic_domainDetails_registered,api_1_data_email_basic_domainDetails_disposable,api_1_data_email_basic_domainDetails_freeProvider,api_1_data_email_basic_domainDetails_websiteExists,api_1_data_email_basic_domainDetails_acceptAll,api_1_data_email_basic_breach_isBreached,api_1_Eng_originalCarrier,api_1_Eng_currentCarrier,api_1_Eng_consumer_segment,api_1_data_phone_basic_portedHistory_numberOfPorts,api_1_data_phone_social_summary_registeredProfiles,api_1_data_phone_social_summary_registeredEmailProviderProfiles,api_1_data_phone_social_summary_registeredEcommerceProfiles,api_1_data_phone_social_summary_registeredSocialMediaProfiles,api_1_data_phone_social_summary_registeredProfessionalProfiles,api_1_data_phone_social_summary_registeredMessagingProfiles,api_1_data_phone_social_summary_numberOfPhotosReturned,api_1_data_email_social_summary_registeredProfiles,api_1_data_email_social_summary_registeredConsumerElectronicsProfiles,api_1_data_email_social_summary_registeredEmailProviderProfiles,api_1_data_email_social_summary_registeredEcommerceProfiles,api_1_data_email_social_summary_registeredSocialMediaProfiles,api_1_data_email_social_summary_registeredMessagingProfiles,api_1_data_email_social_summary_registeredProfessionalProfiles,api_1_data_email_social_summary_registeredEntertainmentProfiles,api_1_data_email_social_summary_registeredFinancialProfiles,api_1_data_email_social_summary_numberOfNamesReturned,api_1_data_email_basic_breach_noOfBreaches,api_1_data_email_basic_emailTenure,api_1_Eng_data_email_basic_breach_lastBreach_delta,api_1_Eng_platform_availability,api_1_Eng_data_phone_social_profiles_messaging_whatsapp_photo_availability,api_1_Eng_frequent_user,api_1_Eng_registeredEcommerceProfiles_comparison,api_1_Eng_registeredEmailProviderProfiles_comparison,api_1_Eng_registeredMessagingProfiles_comparison,api_1_Eng_registeredProfessionalProfiles_comparison,api_1_Eng_available_top3_segments,name_available,name_similarity_match_with_email_before_domain,location_present,location,photo_present,employement_history_count,recent_employer_name,education_history_count,designation_present,current_designation,number_of_designation,designation_changed,no_of_different_employer,work_experiance,joining_date_present_of_employemnt,exit_date_present_of_previous_employment,difference_between_no_joining_vs_no_exist,employer_logo_present,no_of_employer_logo_present,no_of_employement_linkedin_url_present,field_of_study_present,field_of_degree_present,field_of_school_present,first_education_completed_year_ago,current_exp_in_recent_company,total_time_spent_on_study,list_of_degree_name
216H8L,0,MobileApp,91899,80% - financing,NEX_TOKEN,DUBAI,India,HOME,53,ENBD,20000.0,1.0,PRIME,6521,2022,1,5,1439.751,1440.751,7.203755,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,,False,,False,,True,PUBLIC,False,True,True,True,True,False,,True,False,True,True,False,,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,3.0,1.0,0.0,1.0,0.0,1.0,1.0,11.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,2.0,5.44,1803.0,10.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
XZU0U0,1,MobileApp,33999,80% - financing,NEX_TOKEN,DUBAI,India,HUB,23,ADCB,15000.0,1.0,PRIME,79910,2015,8,3,834.8643333,835.8643333,5.572428889,AE,True,False,False,NOT_SUPPORTED,True,True,,True,True,False,,,,True,PUBLIC,False,True,True,True,True,,False,False,True,True,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,DU,,,5.0,1.0,1.0,2.0,0.0,1.0,1.0,11.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,0.0,0.0,,,9.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
H62ZK3,1,MobileApp,62111,100% - financing,NEX_TOKEN,DUBAI,Lebanon,HOME,32,ADCB,13000.0,2300.0,PRIME,98113,2016,7,4,1180.109,3480.109,26.77006923,AE,True,False,False,NOT_SUPPORTED,True,True,,True,True,True,,False,,True,PRIVATE,False,True,True,False,True,True,True,,False,True,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,6.0,1.0,1.0,2.0,1.0,1.0,0.0,14.0,2.0,1.0,3.0,2.0,1.0,3.0,1.0,0.0,1.0,0.0,,,14.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
2A57E2,0,MobileApp,51999,100% - financing,NEX_TOKEN,ABU_DHABI,Sri Lanka,HOME,51,DIB,3750.0,1.0,PRIME,53511,2022,1,5,814.651,815.651,21.75069333,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,False,False,,,,True,PRIVATE,False,False,True,False,False,False,False,False,False,False,False,False,,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,2.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,2.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
HNSBNF,1,MobileApp,58999,100% - financing,NEX_TOKEN,DUBAI,Sudan,HUB,37,DIB,6000.0,1800.0,PRIME,110256,2017,6,5,924.3176667,2724.317667,45.40529444,AE,True,False,False,NOT_SUPPORTED,True,True,True,,False,True,,,,True,PUBLIC,False,False,False,True,False,False,,False,False,False,False,False,True,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
IL1M38,0,WebApp,66999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,26,ENBD,15000.0,0.0,PRIME,43816,2023,0,5,1049.651,1049.651,6.997673333,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,False,,True,PRIVATE,False,False,True,False,True,False,False,True,False,True,False,False,,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7.0,1.0,1.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,5.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
VQ9BB0,0,MobileApp,68999,80% - financing,NEX_TOKEN,DUBAI,India,HUB,26,ENBD,9000.0,1.0,PRIME,57863,2021,2,5,1080.984333,1081.984333,12.02204815,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,,,False,,False,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,5.21,810.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
G1P6FL,1,MobileApp,56999,100% - financing,NEX_TOKEN,DUBAI,Cameroon,HOME,33,DIB,5000.0,0.0,PRIME,95301,2019,4,5,892.9843333,892.9843333,17.85968667,AE,True,False,False,NOT_SUPPORTED,True,False,True,True,True,False,,False,,True,PRIVATE,False,True,True,False,False,False,False,,True,True,True,False,False,False,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,1.0,0.0,3.0,0.0,1.0,0.0,7.0,2.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,,,4.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
97K2PT,0,CC,61999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,36,Others,6500.0,1.0,PRIME,32713,2024,0,5,971.3176667,972.3176667,14.95873333,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,True,False,,True,PRIVATE,True,PUBLIC,False,True,True,False,True,True,True,True,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,1.0,0.0,2.0,1.0,15.0,2.0,1.0,3.0,4.0,1.0,2.0,1.0,0.0,2.0,12.0,16.1,164.0,13.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.71,True,"Dubai, United Arab Emirates",True,4.0,Autohaus Middle East,3.0,True,Automotive Senior Service Advisor,4.0,True,4.0,9.12,True,True,1.0,True,3.0,4.0,True,True,True,15.0,3.64,1,
8EH7AV,0,CC,70690,100% - financing,NEX_TOKEN,DUBAI,India,HUB,39,ENBD,8500.0,1.0,PRIME,90535,2018,5,5,1107.476667,1108.476667,13.04090196,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,False,,,,True,PRIVATE,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,2.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,1.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
LEDR87,1,CC,69999,100% - financing,NEX_TOKEN,ABU_DHABI,India,HOME,40,ENBD,13500.0,1111.0,PRIME,94039,2022,1,5,1096.651,2207.651,16.35297037,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,True,,False,,True,PUBLIC,False,,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,0.0,0.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,15.79,1373.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
W961EO,0,CC,99995,100% - financing,NEX_TOKEN,RAS_AL_KHAIMAH,Pakistan,HOME,26,Others,6000.0,0.0,PRIME,139875,2015,8,3,2455.432778,2455.432778,40.92387963,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,False,True,,False,,True,PRIVATE,False,,False,True,True,True,True,,True,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,1.0,1.0,2.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,,,9.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
SO2XN4,1,MobileApp,39999,100% - financing,NEX_TOKEN,ABU_DHABI,Sri Lanka,HUB,41,ADCB,6750.0,970.0,PRIME,144394,2019,4,5,626.651,1596.651,23.65408889,AE,True,False,False,NOT_SUPPORTED,True,False,True,False,False,False,,,,True,PUBLIC,True,False,True,True,True,False,True,True,False,True,True,False,True,False,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,1.0,0.0,1.0,0.0,2.0,2.0,8.0,0.0,2.0,1.0,3.0,1.0,1.0,0.0,0.0,1.0,4.0,7.8,1315.0,6.0,1.0,1.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
UJY9RL,0,MobileApp,58299,100% - financing,NEX_TOKEN,DUBAI,India,HOME,32,ENBD,6000.0,1380.0,PRIME,92841,2021,2,5,913.351,2293.351,38.22251667,AE,True,,False,NOT_SUPPORTED,False,True,True,False,,False,,True,PRIVATE,True,PUBLIC,False,True,True,False,True,False,False,,True,True,False,True,False,False,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,1.0,0.0,2.0,1.0,8.0,1.0,1.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.38,810.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
WXKBWA,0,MobileApp,32899,100% - financing,EX_TOKEN,DUBAI,Pakistan,HUB,29,ENBD,7950.0,1.0,PRIME,102948,2016,7,4,625.081,626.081,7.875232704,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,False,,True,PUBLIC,False,,True,False,True,False,True,False,True,False,False,False,,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,,,3.0,1.0,0.0,0.0,1.0,0.0,0.0,,True,0.4,True,"pakistan, asia",False,4.0,sgs,1.0,False,,,False,4.0,6.62,True,True,1.0,False,,,False,False,False,6.0,0.81,4,
TE41EV,0,CC,99990,100% - financing,EX_TOKEN,DUBAI,Pakistan,HUB,39,ENBD,15000.0,3000.0,PRIME,83809,2017,6,5,1566.51,4566.51,30.4434,AE,True,False,False,NOT_SUPPORTED,False,True,False,False,,True,,True,PUBLIC,True,PUBLIC,False,True,True,False,True,False,True,True,False,True,False,False,,False,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,0.0,1.0,2.0,2.0,7.0,2.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,3.86,1410.0,5.0,1.0,1.0,0.0,1.0,0.0,0.0,,True,0.74,True,"Dubai, United Arab Emirates",True,4.0,Pointcorp Technologies LLC,2.0,True,Executive Director,4.0,True,4.0,13.71,True,True,1.0,True,4.0,4.0,True,True,True,,3.89,0,
5FHNYZ,1,MobileApp,49995,100% - financing,NEX_TOKEN,DUBAI,Nepal,HOME,43,DIB,5000.0,1.0,PRIME,56640,2019,4,5,783.255,784.255,15.6851,AE,True,False,False,NOT_SUPPORTED,False,True,True,True,False,True,,,,True,PRIVATE,False,True,False,True,False,False,True,,False,True,False,False,,False,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,5.0,0.0,1.0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,5.21,1903.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
1TRKMI,0,MobileApp,107995,100% - financing,NEX_TOKEN,DUBAI,India,HUB,35,EIB,19000.0,1.0,PRIME,80961,2022,1,5,1691.921667,1692.921667,8.910114035,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,True,True,,True,PRIVATE,True,PRIVATE,True,False,True,True,True,False,True,,True,True,True,False,True,True,False,,False,False,True,True,False,True,True,False,True,DU,DU,,,9.0,1.0,1.0,3.0,1.0,3.0,0.0,11.0,1.0,2.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,3.0,12.26,2134.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
XFB29V,0,CC,57599,100% - financing,NEX_TOKEN,DUBAI,Syrian Arab Republic,HOME,32,DIB,5000.0,1.0,PRIME,70339,2022,1,5,902.3843333,903.3843333,18.06768667,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,,True,,True,PRIVATE,True,PRIVATE,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True,False,True,True,False,False,ETISALAT,,,,7.0,1.0,1.0,1.0,1.0,3.0,0.0,7.0,1.0,1.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,,,9.0,0.0,0.0,1.0,0.0,0.0,0.0,,True,0.85,True,"Dubai, Dubai, United Arab Emirates",True,5.0,DSCA Building Contracting L.L.C,2.0,True,Human Resources Manager,5.0,True,4.0,7.07,True,True,1.0,True,4.0,5.0,True,True,True,12.0,0.14,6,
24DV4V,0,CC,117999,100% - financing,NEX_TOKEN,DUBAI,Singapore,HOME,47,Others,17000.0,657.0,PRIME,25243,2022,1,5,1848.651,2505.651,14.73912353,AE,True,False,False,NOT_SUPPORTED,True,True,True,True,,False,,,,True,PUBLIC,False,False,False,False,True,False,False,,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,1.0,1.0,2.0,0.0,1.0,1.0,7.0,0.0,0.0,1.0,1.0,1.0,2.0,0.0,0.0,1.0,3.0,10.84,1578.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
AK8ROU,0,MobileApp,49995,100% - financing,NEX_TOKEN,ABU_DHABI,Pakistan,HUB,42,ENBD,17000.0,1.0,PRIME,144072,2016,7,4,949.905,950.905,5.593558824,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,False,,,,True,PUBLIC,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,True,False,False,ETISALAT,,,,5.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,2.0,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,,,4.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
30H25B,0,MobileApp,88990,100% - financing,EX_TOKEN,DUBAI,India,HUB,43,ENBD,34100.0,10000.0,PRIME,146983,2014,9,2,3173.976667,13173.97667,38.63336266,AE,True,False,False,NOT_SUPPORTED,False,False,False,False,False,False,,False,,True,PUBLIC,False,True,True,True,True,False,True,False,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,,,,1.0,0.0,0.0,0.0,0.0,1.0,1.0,11.0,2.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,1.0,9.0,10.94,1315.0,9.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.67,True,"Dubai, United Arab Emirates",True,10.0,Shapoorji Pallonji International,2.0,True,Senior Project Manager,10.0,True,4.0,17.38,True,True,1.0,True,5.0,10.0,True,True,True,,6.48,0,
5F12W2,0,MobileApp,58999,100% - financing,NEX_TOKEN,DUBAI,South Africa,HUB,27,Others,7700.0,1.0,PRIME,43975,2019,4,5,924.3176667,925.3176667,12.01711255,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,False,,False,,True,PRIVATE,False,True,True,False,False,False,False,,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,3.0,1.0,1.0,0.0,0.0,1.0,0.0,8.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,1.0,4.47,1631.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
7SLL1M,0,MobileApp,53999,100% - financing,NEX_TOKEN,ABU_DHABI,Pakistan,HUB,40,ADCB,13330.0,1625.0,PRIME,101148,2017,6,5,845.9843333,2470.984333,18.53701675,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,True,,True,PUBLIC,True,PRIVATE,False,True,True,True,True,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,False,True,True,False,True,DU,DU,,,5.0,0.0,1.0,1.0,1.0,2.0,1.0,10.0,2.0,2.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,2.0,3.86,810.0,7.0,0.0,0.0,0.0,1.0,0.0,0.0,,True,0.5,True,United Arab Emirates,True,9.0,Pure Health,3.0,True,Sales Specialist,9.0,True,9.0,14.56,True,True,1.0,True,5.0,9.0,True,True,True,21.0,2.15,6,"['Master of Business Studies, Business Administration and Management, General', 'BSc, Biomedical Engineering', 'Higher School Certificate, Pre-Engineering']"
17J2UN,0,MobileApp,36999,80% - financing,EX_TOKEN,DUBAI,South Africa,HUB,24,ADCB,10000.0,1.0,PRIME,91787,2019,4,5,579.651,580.651,5.80651,AE,True,False,False,NOT_SUPPORTED,False,False,True,False,,False,,True,PRIVATE,True,PRIVATE,False,,True,False,True,False,False,True,True,False,True,False,,True,False,True,False,False,True,True,False,True,True,False,False,DU,DU,,,3.0,0.0,0.0,1.0,0.0,2.0,0.0,9.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,0.0,,,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
39S0EU,0,mSite,39999,100% - financing,EX_TOKEN,DUBAI,Ireland,HUB,27,Others,13330.0,0.0,PRIME,72517,2017,6,5,626.651,626.651,4.701057764,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,,False,,True,PRIVATE,True,PUBLIC,False,False,True,True,True,True,True,,True,True,False,False,,True,False,True,False,False,True,True,False,True,True,False,True,DU,DU,,,4.0,0.0,1.0,1.0,0.0,2.0,1.0,11.0,0.0,2.0,3.0,3.0,0.0,1.0,1.0,0.0,0.0,2.0,7.12,1595.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
KU6OQ3,0,mSite,27999,100% - financing,NEX_TOKEN,DUBAI,India,HUB,31,ENBD,7500.0,1.0,PRIME,82462,2020,3,5,438.651,439.651,5.862013333,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,True,,False,,True,PRIVATE,False,True,True,False,True,False,True,True,True,True,True,False,,True,False,False,False,False,True,True,False,True,True,False,False,DU,DU,,,5.0,0.0,1.0,2.0,1.0,1.0,0.0,10.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,,,6.0,0.0,0.0,0.0,1.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
IEYL8N,0,MobileApp,35999,100% - financing,NEX_TOKEN,DUBAI,Philippines,HOME,34,ENBD,5000.0,1.0,PRIME,66883,2016,7,4,683.981,684.981,13.69962,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,True,False,,False,,True,PRIVATE,False,,True,False,True,False,False,,True,True,True,False,,True,False,True,False,True,True,True,False,True,True,False,False,ETISALAT,,,,4.0,0.0,1.0,2.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,,,7.0,0.0,0.0,1.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,[]
PIKGLA,1,MobileApp,50999,100% - financing,NEX_TOKEN,DUBAI,Pakistan,HUB,29,ADCB,11000.0,0.0,PRIME,55643,2022,1,5,798.9843333,798.9843333,7.263493939,AE,True,False,False,NOT_SUPPORTED,False,True,True,False,False,False,,True,PRIVATE,True,PUBLIC,False,True,True,False,True,False,True,,True,True,True,False,True,True,False,True,False,True,True,True,False,True,True,False,True,ETISALAT,,,,4.0,0.0,1.0,1.0,0.0,2.0,1.0,13.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,6.52,2077.0,10.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.51,True,"Dubai, United Arab Emirates",True,6.0,Neurovation Solutions,4.0,True,Neurophysiology Technologist,6.0,True,6.0,2.86,True,True,1.0,True,5.0,6.0,True,True,True,12.0,1.81,8,
1E3N6G,0,WebApp,62999,100% - financing,EX_TOKEN,ABU_DHABI,India,HUB,36,ENBD,10000.0,1.0,PRIVATE_SELLER_PRO,66624,2018,5,5,986.9843333,987.9843333,9.879843333,AE,True,False,False,NOT_SUPPORTED,True,True,False,False,False,True,,True,PRIVATE,True,PRIVATE,False,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,ETISALAT,DU,,,5.0,1.0,1.0,0.0,1.0,2.0,0.0,10.0,1.0,1.0,1.0,3.0,1.0,2.0,0.0,0.0,1.0,5.0,5.6,810.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,,False,,False,,False,,,,False,,,False,,,False,False,,False,,,False,False,False,,,0,
5CMLZ4,1,MobileApp,48999,100% - financing,NEX_TOKEN,RAS_AL_KHAIMAH,India,HUB,49,EIB,9000.0,3000.0,PRIME,92628,2019,4,5,767.651,3767.651,41.86278889,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,,,True,PUBLIC,True,True,True,False,True,False,True,,True,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,7.0,1.0,1.0,2.0,1.0,2.0,2.0,13.0,2.0,1.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,8.0,12.26,591.0,11.0,1.0,1.0,1.0,0.0,0.0,0.0,,True,0.98,True,"united arab emirates, asia",False,5.0,ihg hotels & resorts,8.0,False,,,False,4.0,19.74,True,True,1.0,False,,,False,False,True,28.0,2.4,9,[]
TAABEJ,0,MobileApp,74999,80% - financing,NEX_TOKEN,DUBAI,India,HOME,36,Others,7000.0,1.0,PRIME,92396,2021,2,5,1174.984333,1175.984333,16.79977619,AE,True,False,False,NOT_SUPPORTED,True,True,True,False,True,True,,,,True,PUBLIC,False,,True,True,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,True,True,False,True,ETISALAT,,,,6.0,1.0,1.0,2.0,1.0,1.0,1.0,13.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,0.0,1.0,12.0,9.24,33.0,11.0,1.0,0.0,1.0,0.0,0.0,0.0,,True,0.89,True,United Arab Emirates,True,3.0,Alqalib General Services,2.0,True,System Security Engineer,3.0,True,3.0,12.07,True,True,1.0,False,,3.0,True,True,True,16.0,5.99,6,"[""Bachelor's Degree, Electrical, Electronics and Communications Engineering"", 'Technical Education-DIPLOMA, Telecommunications Technology/Technician']"
